Gruyere,semi-hard,cow,Switzerland,FALSE,/images/cheese30.jpg,https://en.wikipedia.org/wiki/Gruy%C3%A8re_cheese#/media/File:Smoked_Gruy%C3%A8re_cheese.jpg,https://en.wikipedia.org/wiki/Gruy%C3%A8re_cheese
Bleuchatel,veined,cow,Switzerland,TRUE,/images/cheese31.jpg,https://en.wikipedia.org/wiki/Bleuch%C3%A2tel#/media/File:Bleuch%C3%A2tel.jpg,https://en.wikipedia.org/wiki/Bleuch%C3%A2tel
Emmental,semi-soft,cow,Switzerland,FALSE,/images/cheese32.jpg,https://en.wikipedia.org/wiki/Emmental_cheese#/media/File:Emmental_015.jpg,https://en.wikipedia.org/wiki/Emmental_cheese
Tilsit,semi-hard,cow,Germany,FALSE,/images/cheese33.jpg,https://en.wikipedia.org/wiki/Tilsit_cheese#/media/File:Tilsit_cheese.jpg,https://en.wikipedia.org/wiki/Tilsit_cheese
Appenzeller,semi-hard,cow,Switzerland,FALSE,/images/cheese34.jpg,https://en.wikipedia.org/wiki/Appenzeller_cheese#/media/File:Appenzeller_(cheese).jpg,https://en.wikipedia.org/wiki/Appenzeller_cheese
Sbrinz,granular,cow,Switzerland,FALSE,/images/cheese35.jpg,https://en.wikipedia.org/wiki/Sbrinz#/media/File:Sbrinz.jpg,https://en.wikipedia.org/wiki/Sbrinz
Comte,semi-hard,cow,France,FALSE,/images/cheese36.jpg,https://en.wikipedia.org/wiki/Comt%C3%A9_cheese#/media/File:Comte_AOP.jpg,https://en.wikipedia.org/wiki/Comt%C3%A9_cheese
Saint-Nectaire,semi-soft,cow,France,FALSE,/images/cheese37.jpg,https://en.wikipedia.org/wiki/Saint-Nectaire#/media/File:Saint-nectaire.jpg,https://en.wikipedia.org/wiki/Saint-Nectaire
Reblochon,washed-rind,cow,France,FALSE,/images/cheese38.jpg,https://en.wikipedia.org/wiki/Reblochon#/media/File:Reblochon_AOC.jpg,https://en.wikipedia.org/wiki/Reblochon
Laguiole,semi-hard,cow,France,FALSE,/images/cheese39.jpg,https://en.wikipedia.org/wiki/Laguiole_cheese#/media/File:Laguiole_(cheese).jpg,https://en.wikipedia.org/wiki/Laguiole_cheese
Fourme d'Ambert,veined,cow,France,TRUE,/images/cheese40.jpg,https://en.wikipedia.org/wiki/Fourme_d%27Ambert#/media/File:Fourme_d'Ambert.JPG,https://en.wikipedia.org/wiki/Fourme_d%27Ambert
Bleu des Causses,veined,cow,France,TRUE,/images/cheese41.jpg,https://en.wikipedia.org/wiki/Bleu_des_Causses#/media/File:WikiCheese_-_Bleu_des_Causses_-_20150619_-_001.jpg,https://en.wikipedia.org/wiki/Bleu_des_Causses
Ossau-Iraty,semi-soft,sheep,France,FALSE,/images/cheese42.jpg,https://en.wikipedia.org/wiki/Ossau-Iraty#/media/File:Ossau-Iraty.jpg,https://en.wikipedia.org/wiki/Ossau-Iraty
Picodon,semi-soft,goat,France,FALSE,/images/cheese43.jpg,https://en.wikipedia.org/wiki/Picodon#/media/File:Wikicheese_-_Picodon_-_20150417_-_003.jpg,https://en.wikipedia.org/wiki/Picodon
Morbier,semi-soft,cow,France,TRUE,/images/cheese44.jpg,https://en.wikipedia.org/wiki/Morbier_cheese#/media/File:Morbier_cheese_two_views.jpg,https://en.wikipedia.org/wiki/Morbier_cheese
Cambozola,veined,cow,Germany,TRUE,/images/cheese45.jpg,https://en.wikipedia.org/wiki/Cambozola#/media/File:Cambozola_cheese.jpg,https://en.wikipedia.org/wiki/Cambozola
Butterkase,semi-soft,cow,Germany,FALSE,/images/cheese46.jpg,https://en.wikipedia.org/wiki/Butterk%C3%A4se#/media/File:DeutschButterk%C3%A4se.jpg,https://en.wikipedia.org/wiki/Butterk%C3%A4se
Handkase,semi-soft,cow,Germany,FALSE,/images/cheese47.jpg,https://en.wikipedia.org/wiki/Handk%C3%A4se#/media/File:Handkaese_20060117.jpg,https://en.wikipedia.org/wiki/Handk%C3%A4se
Harzer,semi-hard,cow,Germany,FALSE,/images/cheese48.jpg,https://en.wikipedia.org/wiki/Harzer#/media/File:Harzer_K%C3%A4se.jpg,https://en.wikipedia.org/wiki/Harzer
Milbenkase,semi-soft,cow,Germany,TRUE,/images/cheese49.jpg,https://en.wikipedia.org/wiki/Milbenk%C3%A4se#/media/File:Milbek%C3%A9is.jpg,https://en.wikipedia.org/wiki/Milbenk%C3%A4se
Colby,semi-soft,cow,United States,FALSE,/images/cheese50.jpg,https://en.wikipedia.org/wiki/Colby_cheese#/media/File:Colby_Cheese.jpg,https://en.wikipedia.org/wiki/Colby_cheese
